Beginning CellID,Mother_CellID,Child1_CellID,Child2_CellID,Life of mother in t,the name of the Beginning cell,fate 1 of the Beginning cell,fate 2 of the Beginning cell,fate 3 of the Begining cell
240013,450021,460023,460024,22,b8.0027_,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
240014,450022,460025,460026,22,b8.0028_,0,0,Tail Epidermis
240015,460027,470029,470030,23,b8.0025_,0,0,Tail Epidermis
240016,450024,460028,460029,22,b8.0026_,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
240019,450027,460032,460033,22,b8.0029*,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
240020,460034,470037,470038,23,b8.0030*,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
240027,500055,510055,510056,27,b8.0018*,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
240028,620057,630057,630058,39,b8.0017*,0,0,0
240029,530057,540058,540059,30,b8.0020*,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
240030,600058,610060,610061,37,b8.0019*,Posterior Dorsal Neural Plate,Anterior + Dorsal Neural Plate,Posterior Dorsal Neural Plate
240031,460051,470057,470058,23,b8.0031_,0,0,0
240032,460052,470059,470060,23,b8.0032_,0,0,0
240041,570087,580085,580086,34,a8.0011*,Trunk Lateral Cell,Mesoderm Trunk Lateral Cell,Trunk Lateral Cell
240042,490086,500085,500086,26,a8.0012*,Trunk Lateral Cell,Mesoderm Trunk Lateral Cell,Trunk Lateral Cell
240051,450078,460088,460089,22,b8.0022_,0,0,Tail Epidermis
240052,450079,460090,460091,22,b8.0021_,0,0,Tail Epidermis
240053,440079,450080,450081,21,b8.0024_,0,Mediolateral Tail Epidermis,Tail Epidermis
240054,440080,450082,450083,21,b8.0023_,Medio-Lateral Tail Epidermis,0,Tail Epidermis
240068,510149,520150,520151,28,a8.0011_,Trunk Lateral Cell,Mesoderm Trunk Lateral Cell,Trunk Lateral Cell
240069,510150,520152,520153,28,a8.0012_,Trunk Lateral Cell,Mesoderm Trunk Lateral Cell,Trunk Lateral Cell
250004,470005,480006,480007,23,b8.0027*,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
250005,460005,470006,470007,22,b8.0028*,0,0,Tail Epidermis
250012,490021,0,0,25,b8.0021*,0,0,Tail Epidermis
250013,470020,480022,480023,23,b8.0022*,0,0,Tail Epidermis
250014,450019,460019,460020,21,b8.0024*,0,Mediolateral Tail Epidermis,Tail Epidermis
250015,450020,460021,460022,21,b8.0023*,Medio-Lateral Tail Epidermis,0,Tail Epidermis
250024,460035,470039,470040,22,b8.0031*,0,0,0
250025,460036,470041,470042,22,b8.0032*,0,0,0
250037,450045,460053,460054,21,b8.0029_,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
250038,460055,470063,470064,22,b8.0030_,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
250043,640079,650079,650080,40,b8.0003_,Posterior Head Endoderm,Posterior Endoderm,Head Endoderm
250044,610079,620079,620080,37,b8.0004_,1st Endodermal Lineage,Posterior Endoderm,1st Endodermal Lineage
250045,460065,470074,470075,22,a8.0030*,Head Epidermis,Trunk Epidermis,Head Epidermis
250046,460066,470076,470077,22,a8.0029*,Head Epidermis,Trunk Epidermis,Head Epidermis
250047,460067,470078,470079,22,a8.0032*,Head Epidermis,Trunk Epidermis,Head Epidermis
250048,460068,470080,470081,22,a8.0031*,Head Epidermis,Trunk Epidermis,Head Epidermis
250051,470084,480086,480087,23,a8.0028*,Head Epidermis,Trunk Epidermis,Head Epidermis
250052,480088,490089,490090,24,a8.0027*,Head Epidermis,Trunk Epidermis,Head Epidermis
250053,620098,630098,630099,38,a8.0025*,Anterior Dorsal Neural Plate,Lateral Neural Plate,Anterior Dorsal Neural Plate
250054,560095,570095,570096,32,a8.0026*,Anterior Dorsal Neural Plate,Lateral Neural Plate,Anterior Dorsal Neural Plate
250076,500142,510144,510145,26,b8.0018_,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
250077,620154,630155,630156,38,b8.0017_,0,0,0
250078,510147,520147,520148,27,b8.0020_,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
250079,620157,630159,630160,38,b8.0019_,Posterior Dorsal Neural Plate,Anterior + Dorsal Neural Plate,Posterior Dorsal Neural Plate
250082,460121,470136,470137,22,a8.0023_,Head Epidermis,Trunk Epidermis,Head Epidermis
250083,460122,470138,470139,22,a8.0024_,Head Epidermis,Trunk Epidermis,Head Epidermis
250090,460135,470152,470153,22,a8.0028_,Head Epidermis,Trunk Epidermis,Head Epidermis
250091,470154,480163,480164,23,a8.0027_,Head Epidermis,Trunk Epidermis,Head Epidermis
250092,570180,580180,580181,33,a8.0026_,Anterior Dorsal Neural Plate,Lateral Neural Plate,Anterior Dorsal Neural Plate
250093,610188,620190,620191,37,a8.0025_,Anterior Dorsal Neural Plate,Lateral Neural Plate,Anterior Dorsal Neural Plate
260031,810083,820083,820084,56,b8.0016_,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
260032,840086,850084,850085,59,b8.0015_,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
260060,470094,480097,480098,22,a8.0032_,Head Epidermis,Trunk Epidermis,Head Epidermis
260061,470095,480099,480100,22,a8.0031_,Head Epidermis,Trunk Epidermis,Head Epidermis
260062,470096,480101,480102,22,a8.0030_,Head Epidermis,Trunk Epidermis,Head Epidermis
260063,470097,480103,480104,22,a8.0029_,Head Epidermis,Trunk Epidermis,Head Epidermis
260074,470118,480125,480126,22,a8.0023*,Head Epidermis,Trunk Epidermis,Head Epidermis
260075,460105,470119,470120,21,a8.0024*,Head Epidermis,Trunk Epidermis,Head Epidermis
260076,480129,490131,490132,23,a8.0021*,Head Epidermis,Trunk Epidermis,Head Epidermis
260077,480130,490133,490134,23,a8.0022*,Head Epidermis,Trunk Epidermis,Head Epidermis
260090,480148,490152,490153,23,a8.0022_,Head Epidermis,Trunk Epidermis,Head Epidermis
260091,470141,480149,480150,22,a8.0021_,Head Epidermis,Trunk Epidermis,Head Epidermis
260111,560200,570202,570203,31,a8.0020_,Anterior Ventral Neural Plate,Anterior + Dorsal Neural Plate,Anterior Ventral Neural Plate
260112,580205,590206,590207,33,a8.0019_,Anterior Ventral Neural Plate,Anterior + Dorsal Neural Plate,Anterior Ventral Neural Plate
260113,560202,570205,570206,31,a8.0018_,Anterior Ventral Neural Plate,Anterior + Dorsal Neural Plate,Anterior Ventral Neural Plate
260114,580208,590210,590211,33,a8.0017_,Anterior Ventral Neural Plate,Anterior + Dorsal Neural Plate,Anterior Ventral Neural Plate
270092,570165,580164,580165,31,a8.0018*,Anterior Ventral Neural Plate,Anterior + Dorsal Neural Plate,Anterior Ventral Neural Plate
270093,580166,590166,590167,32,a8.0017*,Anterior Ventral Neural Plate,Anterior + Dorsal Neural Plate,Anterior Ventral Neural Plate
280095,560166,570167,570168,29,a8.0020*,Anterior Ventral Neural Plate,Anterior + Dorsal Neural Plate,Anterior Ventral Neural Plate
280096,600170,610174,610175,33,a8.0019*,Anterior Ventral Neural Plate,Anterior + Dorsal Neural Plate,Anterior Ventral Neural Plate
310041,700072,710072,710073,40,b8.0004*,1st Endodermal Lineage,Posterior Endoderm,1st Endodermal Lineage
310042,710074,720075,720076,41,b8.0003*,Posterior Head Endoderm,Posterior Endoderm,Head Endoderm
320065,610114,620115,620116,30,b8.0002_,Posterior Head Endoderm,Posterior Endoderm,Head Endoderm
320066,720126,730132,730133,41,b8.0001_,Posterior Head Endoderm,Posterior Endoderm,Head Endoderm
330082,750187,760193,760194,43,a8.0003*,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
330083,630152,640152,640153,31,a8.0004*,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
350074,810215,820217,820218,47,a8.0001*,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
350075,810216,820219,820220,47,a8.0002*,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
350082,700152,710154,710155,36,a8.0001_,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
350083,820243,830245,830246,48,a8.0002_,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
350100,800275,810281,810282,46,a8.0003_,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
350101,670184,680185,680186,33,a8.0004_,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
350127,690231,700230,700231,35,a8.0010_,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
350128,750267,760278,760279,41,a8.0009_,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
370057,890163,900164,900165,53,b9.0013_,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
370058,930169,940172,940173,57,b9.0014_,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
370059,900167,910166,910167,54,b9.0015_,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
370060,920172,930172,930173,56,b9.0016_,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
370061,800161,810163,810164,44,b8.0002*,Posterior Head Endoderm,Posterior Endoderm,Head Endoderm
370062,780154,790160,790161,42,b8.0001*,Posterior Head Endoderm,Posterior Endoderm,Head Endoderm
380028,950082,960082,960083,58,b9.0014*,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
380029,910079,920082,920083,54,b9.0013*,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
380030,930084,940085,940086,56,b9.0016*,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
380031,940087,950087,950088,57,b9.0015*,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
380046,700078,710080,710081,33,b8.0014_,Mesenchyme,Mesoderm Mesenchyme,Mesenchyme
380047,930126,940128,940129,56,b8.0013_,Mesenchyme,Mesoderm Mesenchyme,Mesenchyme
380128,740251,750262,750263,37,a8.0009*,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
380129,800328,810336,810337,43,a8.0010*,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
400010,930028,940028,940029,54,b8.0010_,Trunk Ventral Cell,Mesoderm Trunk ventral Cell,Trunk Ventral Cell
400011,910027,920029,920030,52,b8.0009_,Trunk Ventral Cell,Mesoderm Trunk ventral Cell,Trunk Ventral Cell
400045,700074,710075,710076,31,b9.0009*,Mesenchyme,Mesoderm Mesenchyme,Mesenchyme
400046,730085,740089,740090,34,b9.0010*,Mesenchyme,Mesoderm Mesenchyme,Mesenchyme
410082,730146,740153,740262,33,b9.0009_,Mesenchyme,Mesoderm Mesenchyme,Mesenchyme
410083,730147,740154,740155,33,b9.0010_,Mesenchyme,Mesoderm Mesenchyme,Mesenchyme
420127,760259,770279,770280,35,a9.0013_,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
420128,730231,740239,740240,32,a9.0014_,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
440115,800281,810288,810289,37,a9.0013*,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
440116,740213,750224,750225,31,a9.0014*,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
450080,730138,740144,740145,29,b9.0047_,Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
450081,740146,750156,750157,30,b9.0048_,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
450082,750158,760162,760163,31,b9.0045_,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
450083,760164,770178,770179,32,b9.0046_,Medio-Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
450117,750221,760230,760231,31,a9.0016*,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
450118,820292,830297,830298,38,a9.0015*,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
450135,820328,830334,830335,38,a9.0015_,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
450136,750253,760263,760264,31,a9.0016_,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
460019,730027,740027,740028,28,b9.0047*,Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
460020,740029,750031,750032,29,b9.0048*,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
460021,760033,770035,770036,31,b9.0045*,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
460022,760034,770037,770038,31,b9.0046*,Medio-Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
460023,720029,730031,730032,27,b9.0054_,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
460024,800043,810042,810043,35,b9.0053_,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
460025,730034,740035,740036,28,b9.0056_,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
460026,720032,730035,730036,27,b9.0055_,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
460028,730039,740041,740042,28,b9.0052_,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
460029,720036,730040,730041,27,b9.0051_,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
460032,740049,750053,750054,29,b9.0057*,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
460033,730047,740050,740051,28,b9.0058*,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
460053,740079,750085,750086,29,b9.0058_,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
460054,750087,760090,760091,30,b9.0057_,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
460088,730134,740139,740140,28,b9.0044_,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
460089,740141,750149,750150,29,b9.0043_,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
460090,740142,750151,750152,29,b9.0042_,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
460091,1320337,1330337,1330338,87,b9.0041_,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
460096,920214,0,0,47,a9.0031*,"2nd Lineage, Tail Muscle",Mesoderm Second Muscle,"2nd Lineage, Tail Muscle"
460097,890210,900211,900212,44,a9.0032*,Posterior Lateral Neural Plate,Lateral Neural Plate,Posterior Lateral Neural Plate
460109,900243,910244,910245,45,a9.0025*,"1st Lineage, Notochord",Mesoderm 1 Notochord,"1st Lineage, Notochord"
460110,860242,870241,870242,41,a9.0026*,"1st Lineage, Notochord",Mesoderm 1 Notochord,"1st Lineage, Notochord"
460146,830328,840329,840330,38,a9.0029_,Posterior Lateral Neural Plate,Lateral Neural Plate,Posterior Lateral Neural Plate
460147,890339,900344,900345,44,a9.0030_,Posterior Lateral Neural Plate,Lateral Neural Plate,Posterior Lateral Neural Plate
470003,710004,720004,720005,25,b9.0052*,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
470004,720006,730006,730007,26,b9.0051*,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
470006,730010,740010,740011,27,b9.0055*,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
470007,740012,750012,750013,28,b9.0056*,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
470029,740039,750042,750043,28,b9.0050_,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
470030,810050,0,0,35,b9.0049_,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
470037,770061,780061,780062,31,b9.0060*,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
470038,760058,770062,770063,30,b9.0059*,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
470039,740054,750059,750060,28,b9.0061*,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
470040,760061,770066,770067,30,b9.0062*,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
470041,750062,760062,760063,29,b9.0063*,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
470042,750063,760064,760065,29,b9.0064*,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
470057,760082,770088,770089,30,b9.0062_,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
470058,750082,760083,760084,29,b9.0061_,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
470059,760085,770092,770093,30,b9.0064_,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
470060,750084,760086,760087,29,b9.0063_,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
470063,760092,770100,770101,30,b9.0060_,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
470064,760093,770102,770103,30,b9.0059_,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
470074,780122,790126,790127,32,a9.0060*,Head Epidermis,Trunk Epidermis,Head Epidermis
