Beginning CellID,Mother_CellID,Child1_CellID,Child2_CellID,Life of mother in t,the name of the Beginning cell,fate 1 of the Beginning cell,fate 2 of the Beginning cell,fate 3 of the Begining cell
45,200046,210045,210046,21,a7.0003_,"1st Lineage, Notochord",Mesoderm 1 Notochord,"1st Lineage, Notochord"
46,180048,190048,190049,19,a7.0007_,"1st Lineage, Notochord",Mesoderm 1 Notochord,"1st Lineage, Notochord"
49,170049,180049,180050,18,a7.0004*,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
50,20042,30047,30048,3,a6.0007*,0,0,0
52,30049,40051,40052,4,b6.0005_,0,0,0
53,10041,20044,20045,2,b6.0006_,0,0,0
54,40055,50056,50057,5,a6.0008*,Head Epidermis,0,Head Epidermis
56,170058,180059,180060,18,a7.0004_,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
57,170059,180061,180062,18,a7.0008_,0,0,0
60,30055,40058,40059,4,a6.0008_,Head Epidermis,0,Head Epidermis
61,10046,20050,20051,2,a6.0005*,Anterior Ventral Neural Plate,0,Anterior Ventral Neural Plate
62,20052,30058,30059,3,a6.0006*,Head Epidermis,0,Head Epidermis
63,20053,30060,30061,3,a6.0006_,Head Epidermis,0,Head Epidermis
64,20054,30062,30063,3,a6.0007_,0,0,0
65,10050,20055,20056,2,a6.0005_,Anterior Ventral Neural Plate,0,Anterior Ventral Neural Plate
66,500003,510003,510157,51,b7.0007*,Mesenchyme,Mesoderm Mesenchyme,Mesenchyme
10002,520002,530002,530003,52,b7.0005*,Trunk Ventral Cell,Mesoderm Trunk ventral Cell,Trunk Ventral Cell
10003,890286,0,0,89,b7.0006*,Germ Line,germ line,Germ Line
20006,530005,540005,540006,52,b7.0005_,Trunk Ventral Cell,Mesoderm Trunk ventral Cell,Trunk Ventral Cell
20007,890008,0,0,88,b7.0006_,Germ Line,germ line,Germ Line
20022,240021,250021,250022,23,b7.0014*,0,0,Tail Epidermis
20023,490030,500032,500033,48,b7.0013*,0,0,Tail Epidermis
20025,240025,250027,250028,23,b7.0014_,0,0,Tail Epidermis
20026,240027,250029,250030,23,b7.0013_,0,0,Tail Epidermis
20044,230057,240057,240058,22,b7.0011_,0,0,Tail Epidermis
20045,230058,240059,240060,22,b7.0012_,0,0,Tail Epidermis
20050,290085,300086,300087,28,a7.0009*,Anterior Ventral Neural Plate,Anterior + Dorsal Neural Plate,Anterior Ventral Neural Plate
20051,250073,260080,260081,24,a7.0010*,Anterior Ventral Neural Plate,Anterior + Dorsal Neural Plate,Anterior Ventral Neural Plate
20055,250080,260093,260094,24,a7.0010_,Anterior Ventral Neural Plate,Anterior + Dorsal Neural Plate,Anterior Ventral Neural Plate
20056,240078,250081,250082,23,a7.0009_,Anterior Ventral Neural Plate,Anterior + Dorsal Neural Plate,Anterior Ventral Neural Plate
30021,250017,260019,260020,23,b7.0009*,0,0,0
30022,250018,260021,260022,23,b7.0010*,0,0,0
30032,240036,250039,250040,22,b7.0011*,0,0,Tail Epidermis
30033,250041,260045,260046,23,b7.0012*,0,0,Tail Epidermis
30042,250087,260101,260102,23,b7.0016_,0,0,0
30043,250047,260052,260053,23,b7.0015_,Lateral Tail Epidermis,0,Tail Epidermis
30047,250055,260060,260061,23,a7.0013*,Anterior Dorsal Neural Plate,Lateral Neural Plate,Anterior Dorsal Neural Plate
30048,250056,260062,260063,23,a7.0014*,Head Epidermis,Trunk Epidermis,Head Epidermis
30058,250074,260082,260083,23,a7.0011*,Head Epidermis,Trunk Epidermis,Head Epidermis
30059,250075,260084,260085,23,a7.0012*,Head Epidermis,Trunk Epidermis,Head Epidermis
30060,260086,270094,270095,24,a7.0012_,Head Epidermis,Trunk Epidermis,Head Epidermis
30061,250077,260087,260088,23,a7.0011_,Head Epidermis,Trunk Epidermis,Head Epidermis
30062,250078,260089,260090,23,a7.0014_,Head Epidermis,Trunk Epidermis,Head Epidermis
30063,250079,260091,260092,23,a7.0013_,Anterior Dorsal Neural Plate,Lateral Neural Plate,Anterior Dorsal Neural Plate
40051,260065,270068,270069,23,b7.0009_,0,0,0
40052,270070,280068,280069,24,b7.0010_,0,0,0
40058,260077,270083,270084,23,a7.0016_,Head Epidermis,Trunk Epidermis,Head Epidermis
40059,260078,270085,270086,23,a7.0015_,Head Epidermis,Trunk Epidermis,Head Epidermis
50056,260071,270075,270076,22,a7.0015*,Head Epidermis,Trunk Epidermis,Head Epidermis
50057,260072,270077,270078,22,a7.0016*,Head Epidermis,Trunk Epidermis,Head Epidermis
60041,280052,290051,290052,23,b7.0015*,Lateral Tail Epidermis,0,Tail Epidermis
60042,280053,290053,290113,23,b7.0016*,0,0,0
180032,410038,420038,420039,24,b8.0007_,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
180033,410039,420040,420041,24,b8.0008_,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
180038,460048,470048,470049,29,a8.0016*,0,0,0
180039,490057,500062,500063,32,a8.0015*,Posterior Lateral Neural Plate,Lateral Neural Plate,Posterior Lateral Neural Plate
180049,480060,490067,490068,31,a8.0008*,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
180050,480061,490069,490070,31,a8.0007*,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
180059,480078,490088,490089,31,a8.0007_,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
180060,490090,500099,500100,32,a8.0008_,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
180061,470079,480080,480081,30,a8.0016_,0,0,0
180062,490093,500103,500104,32,a8.0015_,Posterior Lateral Neural Plate,Lateral Neural Plate,Posterior Lateral Neural Plate
190010,430007,440007,440008,25,b8.0007*,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
190011,410009,420009,420010,23,b8.0008*,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
190028,500042,510042,510043,32,b8.0005*,Mesenchyme,Mesoderm Mesenchyme,Mesenchyme
190029,630050,640049,640050,45,b8.0006*,"2nd Lineage, Notochord",Mesoderm 2 Notochord,"2nd Lineage, Notochord"
190048,590082,600082,600083,41,a8.0013_,"1st Lineage, Notochord",Mesoderm 1 Notochord,"1st Lineage, Notochord"
190049,590083,600084,600085,41,a8.0014_,"1st Lineage, Notochord",Mesoderm 1 Notochord,"1st Lineage, Notochord"
200020,490024,500025,500026,30,b8.0005_,Mesenchyme,Mesoderm Mesenchyme,Mesenchyme
200021,660034,670035,670036,47,b8.0006_,"2nd Lineage, Notochord",Mesoderm 2 Notochord,"2nd Lineage, Notochord"
200031,620053,630053,630054,43,a8.0014*,"1st Lineage, Notochord",Mesoderm 1 Notochord,"1st Lineage, Notochord"
200032,610054,620054,620055,42,a8.0013*,"1st Lineage, Notochord",Mesoderm 1 Notochord,"1st Lineage, Notochord"
210045,600080,610081,610082,40,a8.0005_,"1st Lineage, Notochord",Mesoderm 1 Notochord,"1st Lineage, Notochord"
210046,610083,620084,620085,41,a8.0006_,"1st Lineage, Notochord",Mesoderm 1 Notochord,"1st Lineage, Notochord"
210076,620169,630172,630173,42,a8.0006*,"1st Lineage, Notochord",Mesoderm 1 Notochord,"1st Lineage, Notochord"
210077,630174,640174,640175,43,a8.0005*,"1st Lineage, Notochord",Mesoderm 1 Notochord,"1st Lineage, Notochord"
240057,470068,480068,480069,24,b8.0022_,0,0,Tail Epidermis
240058,480070,490079,490080,25,b8.0021_,0,0,Tail Epidermis
240059,460069,470070,470071,23,b8.0024_,0,Mediolateral Tail Epidermis,Tail Epidermis
240060,460070,470072,470073,23,b8.0023_,Medio-Lateral Tail Epidermis,0,Tail Epidermis
250021,480026,490026,490027,24,b8.0027*,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
250022,480027,490028,490029,24,b8.0028*,0,0,Tail Epidermis
250027,480131,490142,490143,24,b8.0027_,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
250028,490033,500036,500037,25,b8.0028_,0,0,Tail Epidermis
250029,490034,500038,500039,25,b8.0025_,0,0,Tail Epidermis
250030,480033,490035,490036,24,b8.0026_,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
250039,480044,490047,490048,24,b8.0021*,0,0,Tail Epidermis
250040,480045,490049,490050,24,b8.0022*,0,0,Tail Epidermis
250081,570155,580155,580156,33,a8.0018_,Anterior Ventral Neural Plate,Anterior + Dorsal Neural Plate,Anterior Ventral Neural Plate
250082,590157,600161,600162,35,a8.0017_,Anterior Ventral Neural Plate,Anterior + Dorsal Neural Plate,Anterior Ventral Neural Plate
260016,880023,890024,890025,63,b8.0016_,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
260017,890026,0,0,64,b8.0015_,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
260019,640025,650024,650025,39,b8.0017*,0,0,0
260020,540025,550025,550026,29,b8.0018*,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
260021,650028,660028,660029,40,b8.0019*,Posterior Dorsal Neural Plate,Anterior + Dorsal Neural Plate,Posterior Dorsal Neural Plate
260022,550028,560029,560030,30,b8.0020*,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
260045,480046,490051,490052,23,b8.0023*,Medio-Lateral Tail Epidermis,0,Tail Epidermis
260046,480047,490053,490054,23,b8.0024*,0,Mediolateral Tail Epidermis,Tail Epidermis
260052,490061,500067,500068,24,b8.0029_,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
260053,490062,500069,500070,24,b8.0030_,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
260060,620095,630096,630097,37,a8.0025*,Anterior Dorsal Neural Plate,Lateral Neural Plate,Anterior Dorsal Neural Plate
260061,580090,590089,590090,33,a8.0026*,Anterior Dorsal Neural Plate,Lateral Neural Plate,Anterior Dorsal Neural Plate
260062,490073,500081,500082,24,a8.0028*,Head Epidermis,Trunk Epidermis,Head Epidermis
260063,500083,510084,510085,25,a8.0027*,Head Epidermis,Trunk Epidermis,Head Epidermis
260080,590128,600130,600131,34,a8.0019*,Anterior Ventral Neural Plate,Anterior + Dorsal Neural Plate,Anterior Ventral Neural Plate
260081,590129,600132,600133,34,a8.0020*,Anterior Ventral Neural Plate,Anterior + Dorsal Neural Plate,Anterior Ventral Neural Plate
260082,490101,500112,500113,24,a8.0021*,Head Epidermis,Trunk Epidermis,Head Epidermis
260083,500114,510120,510121,25,a8.0022*,Head Epidermis,Trunk Epidermis,Head Epidermis
260084,490103,500115,500116,24,a8.0023*,Head Epidermis,Trunk Epidermis,Head Epidermis
260085,490104,500117,500118,24,a8.0024*,Head Epidermis,Trunk Epidermis,Head Epidermis
260087,490107,500121,500122,24,a8.0022_,Head Epidermis,Trunk Epidermis,Head Epidermis
260088,490108,500123,500124,24,a8.0021_,Head Epidermis,Trunk Epidermis,Head Epidermis
260089,500125,510133,510134,25,a8.0028_,Head Epidermis,Trunk Epidermis,Head Epidermis
260090,500126,510135,510136,25,a8.0027_,Head Epidermis,Trunk Epidermis,Head Epidermis
260091,580151,590149,590150,33,a8.0026_,Anterior Dorsal Neural Plate,Lateral Neural Plate,Anterior Dorsal Neural Plate
260092,640163,650164,650165,39,a8.0025_,Anterior Dorsal Neural Plate,Lateral Neural Plate,Anterior Dorsal Neural Plate
260093,600156,610158,610159,35,a8.0019_,Anterior Ventral Neural Plate,Anterior + Dorsal Neural Plate,Anterior Ventral Neural Plate
260094,580154,590153,590154,33,a8.0020_,Anterior Ventral Neural Plate,Anterior + Dorsal Neural Plate,Anterior Ventral Neural Plate
260101,490121,500137,500138,24,b8.0031_,0,0,0
260102,500139,510149,510150,25,b8.0032_,0,0,0
270016,550017,560017,560018,29,a8.0012*,Trunk Lateral Cell,Mesoderm Trunk Lateral Cell,Trunk Lateral Cell
270017,660020,670020,670021,40,a8.0011*,Trunk Lateral Cell,Mesoderm Trunk Lateral Cell,Trunk Lateral Cell
270068,890305,0,0,63,b8.0017_,0,0,0
270069,550093,560095,560096,29,b8.0018_,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
270075,510096,520097,520098,25,a8.0030*,Head Epidermis,Trunk Epidermis,Head Epidermis
270076,510155,520160,520161,25,a8.0029*,Head Epidermis,Trunk Epidermis,Head Epidermis
270077,500095,510097,510098,24,a8.0032*,Head Epidermis,Trunk Epidermis,Head Epidermis
270078,500096,510099,510100,24,a8.0031*,Head Epidermis,Trunk Epidermis,Head Epidermis
270083,500147,510159,510160,24,a8.0032_,Head Epidermis,Trunk Epidermis,Head Epidermis
270084,500105,510109,510110,24,a8.0031_,Head Epidermis,Trunk Epidermis,Head Epidermis
270085,510111,520113,520114,25,a8.0029_,Head Epidermis,Trunk Epidermis,Head Epidermis
270086,500107,510112,510113,24,a8.0030_,Head Epidermis,Trunk Epidermis,Head Epidermis
270094,500119,510126,510127,24,a8.0024_,Head Epidermis,Trunk Epidermis,Head Epidermis
270095,510128,520131,520132,25,a8.0023_,Head Epidermis,Trunk Epidermis,Head Epidermis
280009,870275,880275,880276,60,b8.0015*,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
280010,880009,890009,890010,61,b8.0016*,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
280068,660106,670107,670108,39,b8.0019_,Posterior Dorsal Neural Plate,Anterior + Dorsal Neural Plate,Posterior Dorsal Neural Plate
280069,560184,570185,570186,29,b8.0020_,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
290051,520066,530067,530068,24,b8.0029*,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
290052,520067,530069,530070,24,b8.0030*,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
290053,520068,530071,530072,24,b8.0032*,0,0,0
290112,690186,700185,700186,41,a8.0011_,Trunk Lateral Cell,Mesoderm Trunk Lateral Cell,Trunk Lateral Cell
290113,510153,520157,520158,23,b8.0031*,0,0,0
290115,570169,580170,580171,29,a8.0012_,Trunk Lateral Cell,Mesoderm Trunk Lateral Cell,Trunk Lateral Cell
300086,640135,650135,650136,35,a8.0017*,Anterior Ventral Neural Plate,Anterior + Dorsal Neural Plate,Anterior Ventral Neural Plate
300087,620134,630136,630137,33,a8.0018*,Anterior Ventral Neural Plate,Anterior + Dorsal Neural Plate,Anterior Ventral Neural Plate
410026,890056,0,0,49,a8.0003*,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
410027,790048,800048,800049,39,a8.0004*,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
420009,890013,0,0,48,b9.0016*,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
420010,890014,0,0,48,b9.0015*,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
420038,890079,0,0,48,b9.0013_,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
420039,890080,0,0,48,b9.0014_,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
420040,890081,0,0,48,b9.0015_,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
420041,890082,0,0,48,b9.0016_,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
420104,760184,770186,770187,35,a8.0004_,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
420105,890310,0,0,48,a8.0003_,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
430108,890270,0,0,47,b8.0004*,1st Endodermal Lineage,Posterior Endoderm,1st Endodermal Lineage
430109,890272,0,0,47,b8.0003*,Posterior Head Endoderm,Posterior Endoderm,Head Endoderm
440007,890011,0,0,46,b9.0014*,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
440008,890012,0,0,46,b9.0013*,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
450036,890073,0,0,45,b8.0002*,Posterior Head Endoderm,Posterior Endoderm,Head Endoderm
450037,890074,0,0,45,b8.0001*,Posterior Head Endoderm,Posterior Endoderm,Head Endoderm
450103,890246,0,0,45,a8.0009*,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
450104,890247,0,0,45,a8.0010*,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
450117,890317,0,0,45,b8.0001_,Posterior Head Endoderm,Posterior Endoderm,Head Endoderm
450118,890276,0,0,45,b8.0002_,Posterior Head Endoderm,Posterior Endoderm,Head Endoderm
450120,890324,0,0,45,b8.0003_,Posterior Head Endoderm,Posterior Endoderm,Head Endoderm
450121,890279,0,0,45,b8.0004_,1st Endodermal Lineage,Posterior Endoderm,1st Endodermal Lineage
450122,890280,0,0,45,a8.0009_,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
450127,890343,0,0,45,a8.0010_,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
460011,890015,0,0,44,a8.0001*,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
460012,890016,0,0,44,a8.0002*,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
460018,850025,860025,860026,40,a8.0001_,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
460019,890300,0,0,44,a8.0002_,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
470048,890091,0,0,43,a9.0032*,Posterior Lateral Neural Plate,Lateral Neural Plate,Posterior Lateral Neural Plate
470049,890092,0,0,43,a9.0031*,"2nd Lineage, Tail Muscle",Mesoderm Second Muscle,"2nd Lineage, Tail Muscle"
470070,770115,780117,780118,31,b9.0047_,Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
470071,800133,810137,810138,34,b9.0048_,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
470072,780120,790132,790133,32,b9.0046_,Medio-Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
470073,760118,770118,770119,30,b9.0045_,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
480068,750109,760110,760111,28,b9.0044_,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
480069,780114,790124,790125,31,b9.0043_,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
480080,890168,0,0,42,a9.0031_,"2nd Lineage, Tail Muscle",Mesoderm Second Muscle,"2nd Lineage, Tail Muscle"
480081,890169,0,0,42,a9.0032_,Posterior Lateral Neural Plate,Lateral Neural Plate,Posterior Lateral Neural Plate
490026,750037,760037,760038,27,b9.0054*,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
490027,780038,790038,790039,30,b9.0053*,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
490028,780039,790040,790041,30,b9.0055*,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
490029,780040,790042,790043,30,b9.0056*,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
490035,770049,780049,780050,29,b9.0052_,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
490036,780051,790056,790057,30,b9.0051_,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
490047,890319,0,0,41,b9.0042*,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
490048,860299,870302,870303,38,b9.0041*,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
490049,770067,780067,780068,29,b9.0043*,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
490050,780069,790075,790076,30,b9.0044*,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
490051,800079,810079,810080,32,b9.0045*,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
490052,790078,800080,800081,31,b9.0046*,Medio-Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
490053,790079,800082,800083,31,b9.0047*,Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
490054,800084,810085,810086,32,b9.0048*,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
490067,800111,810113,810114,32,a9.0016*,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
490068,890307,0,0,41,a9.0015*,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
490069,890124,0,0,41,a9.0013*,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
490070,800113,810116,810117,32,a9.0014*,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
490079,780115,790126,790127,30,b9.0042_,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
490080,890322,0,0,41,b9.0041_,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
490088,880299,890301,890302,40,a9.0013_,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
490089,800145,810150,810151,32,a9.0014_,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
490142,770210,780212,780213,29,b9.0054_,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
490143,790230,800235,800236,31,b9.0053_,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
500013,890017,0,0,40,b8.0013_,Mesenchyme,Mesoderm Mesenchyme,Mesenchyme
500014,830017,840017,840018,34,b8.0014_,Mesenchyme,Mesoderm Mesenchyme,Mesenchyme
500025,850035,860037,860038,36,b9.0009_,Mesenchyme,Mesoderm Mesenchyme,Mesenchyme
500026,850036,860039,860040,36,b9.0010_,Mesenchyme,Mesoderm Mesenchyme,Mesenchyme
500032,890335,0,0,40,b9.0051*,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
500033,770043,780042,780043,28,b9.0052*,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
500036,790049,800050,800051,30,b9.0056_,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
500037,780047,790050,790051,29,b9.0055_,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
500038,780048,790052,790053,29,b9.0050_,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
500039,890299,0,0,40,b9.0049_,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
500062,890093,0,0,40,a9.0030*,Posterior Lateral Neural Plate,Lateral Neural Plate,Posterior Lateral Neural Plate
500063,870093,880092,880093,38,a9.0029*,Posterior Lateral Neural Plate,Lateral Neural Plate,Posterior Lateral Neural Plate
500067,780084,790091,790092,29,b9.0058_,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
500068,770084,780085,780086,28,b9.0057_,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
500069,780087,790095,790096,29,b9.0060_,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
500070,800101,810103,810104,31,b9.0059_,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
500081,820119,830120,830121,33,a9.0056*,Head Epidermis,Trunk Epidermis,Head Epidermis
500082,810122,820120,820121,32,a9.0055*,Head Epidermis,Trunk Epidermis,Head Epidermis
500099,890296,0,0,40,a9.0015_,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
500100,810152,820154,820155,32,a9.0016_,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
500103,860169,870169,870170,37,a9.0029_,Posterior Lateral Neural Plate,Lateral Neural Plate,Posterior Lateral Neural Plate
500104,890172,0,0,40,a9.0030_,Posterior Lateral Neural Plate,Lateral Neural Plate,Posterior Lateral Neural Plate
500112,800165,810171,810172,31,a9.0042*,Head Epidermis,Trunk Epidermis,Head Epidermis
500113,790163,800166,800167,30,a9.0041*,Head Epidermis,Trunk Epidermis,Head Epidermis
500115,800170,810177,810178,31,a9.0046*,Head Epidermis,Trunk Epidermis,Head Epidermis
500116,800171,810179,810180,31,a9.0045*,Head Epidermis,Trunk Epidermis,Head Epidermis
500117,760151,770152,770153,27,a9.0048*,Head Epidermis,Trunk Epidermis,Head Epidermis
500118,780157,790170,790171,29,a9.0047*,Head Epidermis,Trunk Epidermis,Head Epidermis
500121,780160,790174,790175,29,a9.0044_,Head Epidermis,Trunk Epidermis,Head Epidermis
500122,800180,810189,810190,31,a9.0043_,Head Epidermis,Trunk Epidermis,Head Epidermis
500123,810191,820195,820196,32,a9.0042_,Head Epidermis,Trunk Epidermis,Head Epidermis
