Beginning CellID,Mother_CellID,Child1_CellID,Child2_CellID,Life of mother in t,the name of the Beginning cell,fate 1 of the Beginning cell,fate 2 of the Beginning cell,fate 3 of the Begining cell
110064,360091,370092,370093,26,b8.0007*,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
110067,610158,620163,620164,51,b8.0006*,"2nd Lineage, Notochord",Mesoderm 2 Notochord,"2nd Lineage, Notochord"
110068,570152,580153,580154,47,b8.0005*,Mesenchyme,Mesoderm Mesenchyme,Mesenchyme
130009,640208,650210,650211,52,a8.0013_,"1st Lineage, Notochord",Mesoderm 1 Notochord,"1st Lineage, Notochord"
130010,710026,720026,720027,59,a8.0014_,"1st Lineage, Notochord",Mesoderm 1 Notochord,"1st Lineage, Notochord"
130018,630043,640041,640042,51,a8.0006_,"1st Lineage, Notochord",Mesoderm 1 Notochord,"1st Lineage, Notochord"
130019,660044,670044,670045,54,a8.0005_,"1st Lineage, Notochord",Mesoderm 1 Notochord,"1st Lineage, Notochord"
130024,640049,650049,650050,52,a8.0005*,"1st Lineage, Notochord",Mesoderm 1 Notochord,"1st Lineage, Notochord"
130025,690053,700053,700054,57,a8.0006*,"1st Lineage, Notochord",Mesoderm 1 Notochord,"1st Lineage, Notochord"
130038,690198,700198,700199,57,b8.0006_,"2nd Lineage, Notochord",Mesoderm 2 Notochord,"2nd Lineage, Notochord"
130039,590073,600070,600071,47,b8.0005_,Mesenchyme,Mesoderm Mesenchyme,Mesenchyme
190071,450098,460099,460100,27,b8.0022*,0,0,Tail Epidermis
190072,460101,470106,470107,28,b8.0021*,0,0,Tail Epidermis
200002,620002,630002,630003,43,a8.0017_,Anterior Ventral Neural Plate,Anterior + Dorsal Neural Plate,Anterior Ventral Neural Plate
200003,570003,580003,580004,38,a8.0018_,Anterior Ventral Neural Plate,Anterior + Dorsal Neural Plate,Anterior Ventral Neural Plate
200018,570033,580034,580035,38,a8.0018*,Anterior Ventral Neural Plate,Anterior + Dorsal Neural Plate,Anterior Ventral Neural Plate
200019,610200,620205,620206,42,a8.0017*,Anterior Ventral Neural Plate,Anterior + Dorsal Neural Plate,Anterior Ventral Neural Plate
210004,600005,610005,610006,40,a8.0019_,Anterior Ventral Neural Plate,Anterior + Dorsal Neural Plate,Anterior Ventral Neural Plate
210005,580006,590006,590007,38,a8.0020_,Anterior Ventral Neural Plate,Anterior + Dorsal Neural Plate,Anterior Ventral Neural Plate
210007,590010,600010,600011,39,a8.0020*,Anterior Ventral Neural Plate,Anterior + Dorsal Neural Plate,Anterior Ventral Neural Plate
210008,620014,630016,630017,42,a8.0019*,Anterior Ventral Neural Plate,Anterior + Dorsal Neural Plate,Anterior Ventral Neural Plate
210011,480014,490015,490016,28,a8.0021_,Head Epidermis,Trunk Epidermis,Head Epidermis
210012,470014,480015,480016,27,a8.0022_,Head Epidermis,Trunk Epidermis,Head Epidermis
210017,480021,490023,490024,28,a8.0022*,Head Epidermis,Trunk Epidermis,Head Epidermis
210018,470020,480022,480023,27,a8.0021*,Head Epidermis,Trunk Epidermis,Head Epidermis
210026,470030,480033,480034,27,a8.0023_,Head Epidermis,Trunk Epidermis,Head Epidermis
210027,460030,470031,470032,26,a8.0024_,Head Epidermis,Trunk Epidermis,Head Epidermis
210058,660110,670110,670111,46,a8.0011*,Trunk Lateral Cell,Mesoderm Trunk Lateral Cell,Trunk Lateral Cell
210059,580098,590100,590101,38,a8.0012*,Trunk Lateral Cell,Mesoderm Trunk Lateral Cell,Trunk Lateral Cell
210067,470084,480089,480090,27,b8.0024*,0,Mediolateral Tail Epidermis,Tail Epidermis
210068,460082,470085,470086,26,b8.0023*,Medio-Lateral Tail Epidermis,0,Tail Epidermis
210072,480096,490105,490106,28,b8.0032*,0,0,0
210073,470090,480097,480098,27,b8.0031*,0,0,0
210100,720190,730191,730192,52,b8.0017*,0,0,0
210104,570174,580175,580176,37,b8.0018*,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
220006,620009,630011,630012,41,a8.0026_,Anterior Dorsal Neural Plate,Lateral Neural Plate,Anterior Dorsal Neural Plate
220007,690012,700012,700013,48,a8.0025_,Anterior Dorsal Neural Plate,Lateral Neural Plate,Anterior Dorsal Neural Plate
220021,510030,520029,520030,30,a8.0027_,Head Epidermis,Trunk Epidermis,Head Epidermis
220022,500030,510031,510032,29,a8.0028_,Head Epidermis,Trunk Epidermis,Head Epidermis
220035,600049,610053,610054,39,a8.0026*,Anterior Dorsal Neural Plate,Lateral Neural Plate,Anterior Dorsal Neural Plate
220036,670060,680059,680060,46,a8.0025*,Anterior Dorsal Neural Plate,Lateral Neural Plate,Anterior Dorsal Neural Plate
220037,480044,490047,490048,27,a8.0024*,Head Epidermis,Trunk Epidermis,Head Epidermis
220038,480045,490049,490050,27,a8.0023*,Head Epidermis,Trunk Epidermis,Head Epidermis
220043,490057,500058,500059,28,a8.0029_,Head Epidermis,Trunk Epidermis,Head Epidermis
220044,490058,500060,500061,28,a8.0030_,Head Epidermis,Trunk Epidermis,Head Epidermis
220053,510073,520073,520074,30,a8.0027*,Head Epidermis,Trunk Epidermis,Head Epidermis
220054,510074,520075,520076,30,a8.0028*,Head Epidermis,Trunk Epidermis,Head Epidermis
220060,490074,500078,500079,28,a8.0031_,Head Epidermis,Trunk Epidermis,Head Epidermis
220061,480070,490075,490076,27,a8.0032_,Head Epidermis,Trunk Epidermis,Head Epidermis
220062,590091,600089,600090,38,b8.0020*,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
220063,730107,740109,740110,52,b8.0019*,Posterior Dorsal Neural Plate,Anterior + Dorsal Neural Plate,Posterior Dorsal Neural Plate
220075,480087,490093,490094,27,b8.0026_,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
220076,480088,490095,490096,27,b8.0025_,0,0,Tail Epidermis
220086,500117,510129,510130,29,b8.0028_,0,0,Tail Epidermis
220087,480104,490114,490115,27,b8.0027_,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
220088,470097,480105,480106,26,b8.0030*,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
220089,460094,470098,470099,25,b8.0029*,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
220099,480121,490132,490133,27,b8.0028*,0,0,Tail Epidermis
220100,460107,470113,470114,25,b8.0027*,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
220103,480127,490140,490141,27,b8.0026*,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
220104,470139,480148,480128,26,b8.0025*,0,0,Tail Epidermis
220116,570175,580177,580178,36,b8.0018_,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
220118,720197,730199,730200,51,b8.0017_,0,0,0
230034,500044,510047,510048,28,b8.0023_,Medio-Lateral Tail Epidermis,0,Tail Epidermis
230035,500045,510049,510050,28,b8.0024_,0,Mediolateral Tail Epidermis,Tail Epidermis
230057,500074,510079,510080,28,b8.0021_,0,0,Tail Epidermis
230058,500075,510081,510082,28,b8.0022_,0,0,Tail Epidermis
230104,880229,890236,890237,66,b8.0016*,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
230105,910259,920261,920262,69,b8.0015*,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
240020,600028,610030,610031,37,b8.0020_,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
240021,730037,740038,740039,50,b8.0019_,Posterior Dorsal Neural Plate,Anterior + Dorsal Neural Plate,Posterior Dorsal Neural Plate
240026,570035,580197,580191,34,a8.0012_,Trunk Lateral Cell,Mesoderm Trunk Lateral Cell,Trunk Lateral Cell
240069,520096,530094,530095,29,a8.0029*,Head Epidermis,Trunk Epidermis,Head Epidermis
240070,510094,520097,520098,28,a8.0030*,Head Epidermis,Trunk Epidermis,Head Epidermis
240073,500090,510097,510098,27,b8.0030_,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
240074,500091,510099,510100,27,b8.0029_,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
240078,500094,510103,510104,27,a8.0031*,Head Epidermis,Trunk Epidermis,Head Epidermis
240079,500095,510105,510106,27,a8.0032*,Head Epidermis,Trunk Epidermis,Head Epidermis
240080,510107,520113,520114,28,b8.0032_,0,0,0
240081,500097,510108,510109,27,b8.0031_,0,0,0
240092,920211,930221,930222,69,b8.0015_,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
240093,940223,950223,950224,71,b8.0016_,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
240126,650192,660194,660195,42,a8.0011_,Trunk Lateral Cell,Mesoderm Trunk Lateral Cell,Trunk Lateral Cell
360052,1020142,1030142,1030143,67,b9.0015_,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
360053,1060151,1070152,1070153,71,b9.0016_,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
370031,1050087,1060086,1060087,69,a8.0003_,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
370090,1040259,1050261,1050262,68,b9.0015*,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
370091,1060265,1070266,1070267,70,b9.0016*,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
370092,1020383,1030374,1030375,66,b9.0013*,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
370093,1030262,1040262,1040263,67,b9.0014*,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
370122,900274,910282,910283,54,a8.0004_,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
380054,1050150,1060152,1060153,68,b9.0013_,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
380055,1070157,1080158,1080159,70,b9.0014_,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
420097,1080283,1090282,1090283,67,b8.0004*,1st Endodermal Lineage,Posterior Endoderm,1st Endodermal Lineage
420098,1090284,1100286,1100287,68,b8.0003*,Posterior Head Endoderm,Posterior Endoderm,Head Endoderm
430067,1050170,1060173,1060174,63,a8.0010*,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
430068,1090178,1100180,1100181,67,a8.0009*,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
430088,1090245,1100246,1100247,67,b8.0001*,Posterior Head Endoderm,Posterior Endoderm,Head Endoderm
430089,1010234,1020236,1020237,59,b8.0002*,Posterior Head Endoderm,Posterior Endoderm,Head Endoderm
440045,1030109,1040113,1040114,60,a8.0010_,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
440046,1050113,1060115,1060116,62,a8.0009_,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
450043,1110120,1120122,1120123,67,a9.0031*,"2nd Lineage, Tail Muscle",Mesoderm Second Muscle,"2nd Lineage, Tail Muscle"
450044,1010118,1020117,1020118,57,a9.0032*,Posterior Lateral Neural Plate,Lateral Neural Plate,Posterior Lateral Neural Plate
450059,1100163,1110164,1110165,66,a8.0002_,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
450060,1170161,1180161,1180162,73,a8.0001_,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
450126,1240349,1250345,1250346,80,b8.0002_,Posterior Head Endoderm,Posterior Endoderm,Head Endoderm
450127,1170342,1180341,1180342,73,b8.0001_,Posterior Head Endoderm,Posterior Endoderm,Head Endoderm
460099,810164,820164,820165,36,b9.0043*,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
460100,800163,810165,810166,35,b9.0044*,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
460116,950282,960284,960285,50,a9.0029_,Posterior Lateral Neural Plate,Lateral Neural Plate,Posterior Lateral Neural Plate
460117,1060311,1070312,1070313,61,a9.0032_,Posterior Lateral Neural Plate,Lateral Neural Plate,Posterior Lateral Neural Plate
460118,1120328,1130325,1130326,67,a9.0031_,"2nd Lineage, Tail Muscle",Mesoderm Second Muscle,"2nd Lineage, Tail Muscle"
460130,990313,1000326,1000327,54,a9.0030_,Posterior Lateral Neural Plate,Lateral Neural Plate,Posterior Lateral Neural Plate
470010,830018,840020,840021,37,a9.0016_,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
470011,950022,960023,960024,49,a9.0015_,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
470017,820029,830028,830029,36,a9.0014*,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
470018,1020363,1030359,1030360,56,a9.0013*,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
470031,850058,860062,860063,39,a9.0047_,Head Epidermis,Trunk Epidermis,Head Epidermis
470032,860064,870067,870068,40,a9.0048_,Head Epidermis,Trunk Epidermis,Head Epidermis
470044,950103,960103,960104,49,a9.0030*,Posterior Lateral Neural Plate,Lateral Neural Plate,Posterior Lateral Neural Plate
470045,910097,920100,920101,45,a9.0029*,Posterior Lateral Neural Plate,Lateral Neural Plate,Posterior Lateral Neural Plate
470076,1180194,1190193,1190194,72,a8.0002*,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
470077,1160200,1170194,1170195,70,a8.0001*,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
470085,840140,850147,850148,38,b9.0046*,Medio-Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
470086,820138,830140,830141,36,b9.0045*,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
470098,810158,820157,820158,35,b9.0058*,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
470099,840164,850177,850178,38,b9.0057*,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
470106,900229,910237,910238,44,b9.0041*,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
470107,830172,840174,840175,37,b9.0042*,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
470113,870218,880223,880224,41,b9.0053*,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
470114,810180,820182,820183,35,b9.0054*,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
470131,1060327,1070328,1070329,60,b8.0009*,Trunk Ventral Cell,Mesoderm Trunk ventral Cell,Trunk Ventral Cell
470132,1060328,1070330,1070331,60,b8.0010*,Trunk Ventral Cell,Mesoderm Trunk ventral Cell,Trunk Ventral Cell
480012,830020,840023,840024,36,a9.0014_,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
480013,990036,1000036,1000037,52,a9.0013_,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
480015,860032,870032,870033,39,a9.0043_,Head Epidermis,Trunk Epidermis,Head Epidermis
480016,850030,860033,860034,38,a9.0044_,Head Epidermis,Trunk Epidermis,Head Epidermis
480022,840038,850040,850041,37,a9.0041*,Head Epidermis,Trunk Epidermis,Head Epidermis
480023,860044,870046,870047,39,a9.0042*,Head Epidermis,Trunk Epidermis,Head Epidermis
480033,850056,860058,860059,38,a9.0045_,Head Epidermis,Trunk Epidermis,Head Epidermis
480034,850057,860060,860061,38,a9.0046_,Head Epidermis,Trunk Epidermis,Head Epidermis
480054,1100130,1110131,1110132,63,a8.0004*,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
480055,1040132,1050131,1050132,57,a8.0003*,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
480089,850144,860148,860149,38,b9.0048*,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
480090,840139,850145,850146,37,b9.0047*,Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
480097,840150,850159,850160,37,b9.0062*,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
480098,840151,850161,850162,37,b9.0061*,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
480105,850172,860177,860178,38,b9.0060*,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
480106,840161,850173,850174,37,b9.0059*,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
480128,920265,930275,930276,45,b9.0049*,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
480148,890267,900280,900281,42,b9.0050*,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
490015,850027,860029,860030,37,a9.0041_,Head Epidermis,Trunk Epidermis,Head Epidermis
490016,860031,870030,870031,38,a9.0042_,Head Epidermis,Trunk Epidermis,Head Epidermis
490023,860040,870041,870042,38,a9.0043*,Head Epidermis,Trunk Epidermis,Head Epidermis
490024,920041,930045,930046,44,a9.0044*,Head Epidermis,Trunk Epidermis,Head Epidermis
490047,840071,850074,850075,36,a9.0047*,Head Epidermis,Trunk Epidermis,Head Epidermis
490048,860081,870085,870086,38,a9.0048*,Head Epidermis,Trunk Epidermis,Head Epidermis
490049,860082,870087,870088,38,a9.0045*,Head Epidermis,Trunk Epidermis,Head Epidermis
490050,880088,890087,890088,40,a9.0046*,Head Epidermis,Trunk Epidermis,Head Epidermis
490075,880124,890127,890128,40,a9.0063_,Head Epidermis,Trunk Epidermis,Head Epidermis
490076,860116,870123,870124,38,a9.0064_,Head Epidermis,Trunk Epidermis,Head Epidermis
490093,860144,870152,870153,38,b9.0051_,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
490094,840136,850141,850142,36,b9.0052_,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
490095,940320,950323,950324,46,b9.0049_,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
490096,860147,870156,870157,38,b9.0050_,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
490101,950205,960206,960207,47,b8.0014_,Mesenchyme,Mesoderm Mesenchyme,Mesenchyme
490102,1800321,0,0,132,b8.0013_,Mesenchyme,Mesoderm Mesenchyme,Mesenchyme
490105,840147,850155,850156,36,b9.0064*,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
490106,830147,840148,840149,35,b9.0063*,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
490114,900209,910215,910216,42,b9.0053_,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
490115,840159,850170,850171,36,b9.0054_,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
490132,850197,860203,860204,37,b9.0056*,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
490133,840185,850198,850199,36,b9.0055*,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
490140,850243,860251,860252,37,b9.0051*,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
490141,830190,840193,840194,35,b9.0052*,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
490161,870253,880259,880260,39,a9.0016*,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
490163,940308,950310,950311,46,a9.0015*,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
500058,860090,870096,870097,37,a9.0057_,Head Epidermis,Trunk Epidermis,Head Epidermis
500059,880097,890097,890098,39,a9.0058_,Head Epidermis,Trunk Epidermis,Head Epidermis
500060,880098,890099,890100,39,a9.0059_,Head Epidermis,Trunk Epidermis,Head Epidermis
500061,870100,880099,880100,38,a9.0060_,Head Epidermis,Trunk Epidermis,Head Epidermis
500078,890126,900131,900132,40,a9.0061_,Head Epidermis,Trunk Epidermis,Head Epidermis
500079,880264,890270,890271,39,a9.0062_,Head Epidermis,Trunk Epidermis,Head Epidermis
