Beginning CellID,Mother_CellID,Child1_CellID,Child2_CellID,Life of mother in t,the name of the Beginning cell,fate 1 of the Beginning cell,fate 2 of the Beginning cell,fate 3 of the Begining cell
320075,520132,530138,530139,21,a8.0032*,Head Epidermis,Trunk Epidermis,Head Epidermis
320076,520090,530095,530096,21,a8.0031*,Head Epidermis,Trunk Epidermis,Head Epidermis
320086,510098,520104,520105,20,b8.0024*,0,Mediolateral Tail Epidermis,Tail Epidermis
320087,510099,520143,520144,20,b8.0023*,Medio-Lateral Tail Epidermis,0,Tail Epidermis
330024,550031,560035,560036,23,b8.0023_,Medio-Lateral Tail Epidermis,0,Tail Epidermis
330025,550032,560037,560038,23,b8.0024_,0,Mediolateral Tail Epidermis,Tail Epidermis
330036,720211,730215,730216,40,b8.0017_,0,0,0
330037,720064,730065,730066,40,b8.0018_,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
330100,550132,560139,560140,23,b8.0026_,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
330101,550133,560141,560142,23,b8.0025_,0,0,Tail Epidermis
340009,540008,550008,550009,21,b8.0027_,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
340010,570011,580012,580013,24,b8.0028_,0,0,Tail Epidermis
340023,560147,570148,570149,23,b8.0021_,0,0,Tail Epidermis
340024,570033,580034,580035,24,b8.0022_,0,0,Tail Epidermis
340039,740067,750067,750068,41,b8.0019_,Posterior Dorsal Neural Plate,Anterior + Dorsal Neural Plate,Posterior Dorsal Neural Plate
340040,650068,660068,660069,32,b8.0020_,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
340062,630103,640106,640107,30,a8.0019*,Anterior Ventral Neural Plate,Anterior + Dorsal Neural Plate,Anterior Ventral Neural Plate
340063,640175,650190,650191,31,a8.0020*,Anterior Ventral Neural Plate,Anterior + Dorsal Neural Plate,Anterior Ventral Neural Plate
340083,640126,650133,650134,31,a8.0012*,Trunk Lateral Cell,Mesoderm Trunk Lateral Cell,Trunk Lateral Cell
340084,720138,730141,730142,39,a8.0011*,Trunk Lateral Cell,Mesoderm Trunk Lateral Cell,Trunk Lateral Cell
340087,700144,710143,710144,37,b8.0017*,0,0,0
340088,660143,670143,670144,33,b8.0018*,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
340089,540116,550119,550120,21,a8.0028*,Head Epidermis,Trunk Epidermis,Head Epidermis
340090,540117,550121,550122,21,a8.0027*,Head Epidermis,Trunk Epidermis,Head Epidermis
340095,690182,700183,700184,36,a8.0025*,Anterior Dorsal Neural Plate,Lateral Neural Plate,Anterior Dorsal Neural Plate
340096,640142,650153,650154,31,a8.0026*,Anterior Dorsal Neural Plate,Lateral Neural Plate,Anterior Dorsal Neural Plate
350035,610059,620060,620061,27,a8.0012_,Trunk Lateral Cell,Mesoderm Trunk Lateral Cell,Trunk Lateral Cell
350036,720063,730063,730064,38,a8.0011_,Trunk Lateral Cell,Mesoderm Trunk Lateral Cell,Trunk Lateral Cell
360009,890018,0,0,54,b8.0016_,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
360010,890019,0,0,54,b8.0015_,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
370041,530047,540052,540053,17,a8.0023_,Head Epidermis,Trunk Epidermis,Head Epidermis
370042,520046,530048,530049,16,a8.0024_,Head Epidermis,Trunk Epidermis,Head Epidermis
380032,530036,540040,540041,16,a8.0023*,Head Epidermis,Trunk Epidermis,Head Epidermis
380033,570052,580054,580055,20,a8.0024*,Head Epidermis,Trunk Epidermis,Head Epidermis
430075,890183,0,0,47,b9.0016*,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
430076,890184,0,0,47,b9.0015*,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
450087,790145,800149,800226,35,a8.0004*,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
450088,890199,0,0,45,a8.0003*,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
480030,890083,0,0,42,a8.0010_,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
480031,890084,0,0,42,a8.0009_,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
480073,890180,0,0,42,b8.0001*,Posterior Head Endoderm,Posterior Endoderm,Head Endoderm
480117,890179,0,0,42,b8.0002*,Posterior Head Endoderm,Posterior Endoderm,Head Endoderm
490086,890319,0,0,41,a8.0009*,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
490087,890196,0,0,41,a8.0010*,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
490119,890258,0,0,41,b8.0004*,1st Endodermal Lineage,Posterior Endoderm,1st Endodermal Lineage
490120,890260,0,0,41,b8.0003*,Posterior Head Endoderm,Posterior Endoderm,Head Endoderm
500051,890131,0,0,40,a9.0013*,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
500052,810095,820097,820098,32,a9.0014*,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
500057,890146,0,0,40,a9.0031_,"2nd Lineage, Tail Muscle",Mesoderm Second Muscle,"2nd Lineage, Tail Muscle"
500058,890147,0,0,40,a9.0032_,Posterior Lateral Neural Plate,Lateral Neural Plate,Posterior Lateral Neural Plate
500076,890181,0,0,40,a8.0004_,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
500077,890182,0,0,40,a8.0003_,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
510107,790213,800218,800219,29,b9.0053*,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
510108,780202,790204,790205,28,b9.0054*,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
510114,890249,0,0,39,b9.0049*,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
510115,810190,820196,820197,31,b9.0050*,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
520012,890022,0,0,38,b8.0004_,1st Endodermal Lineage,Posterior Endoderm,1st Endodermal Lineage
520013,890023,0,0,38,b8.0003_,Posterior Head Endoderm,Posterior Endoderm,Head Endoderm
520036,820222,830235,830236,31,a9.0041*,Head Epidermis,Trunk Epidermis,Head Epidermis
520037,780058,790058,790059,27,a9.0042*,Head Epidermis,Trunk Epidermis,Head Epidermis
520061,890148,0,0,38,a9.0029_,Posterior Lateral Neural Plate,Lateral Neural Plate,Posterior Lateral Neural Plate
520062,890149,0,0,38,a9.0030_,Posterior Lateral Neural Plate,Lateral Neural Plate,Posterior Lateral Neural Plate
520067,890160,0,0,38,a9.0015_,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
520068,820120,830124,830125,31,a9.0016_,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
520069,890163,0,0,38,a9.0013_,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
520070,810119,820122,820123,30,a9.0014_,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
520074,810126,820130,820131,30,b9.0058*,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
520075,800213,810220,810221,29,b9.0057*,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
520102,890214,0,0,38,a9.0031*,"2nd Lineage, Tail Muscle",Mesoderm Second Muscle,"2nd Lineage, Tail Muscle"
520104,820171,830177,830178,31,b9.0047*,Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
520105,820172,830179,830180,31,b9.0048*,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
520108,890225,0,0,38,a9.0029*,Posterior Lateral Neural Plate,Lateral Neural Plate,Posterior Lateral Neural Plate
520109,890226,0,0,38,a9.0030*,Posterior Lateral Neural Plate,Lateral Neural Plate,Posterior Lateral Neural Plate
520119,800208,810214,810215,29,b9.0061*,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
520120,810228,820237,820238,30,b9.0062*,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
520121,890267,0,0,38,b9.0041*,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
520124,810191,820198,820199,30,b9.0044*,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
520125,810192,820200,820201,30,b9.0043*,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
520143,810199,820208,820209,30,b9.0045*,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
520144,820210,830220,830221,31,b9.0046*,Medio-Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
520147,890216,0,0,38,a9.0032*,Posterior Lateral Neural Plate,Lateral Neural Plate,Posterior Lateral Neural Plate
520148,830223,840233,840234,32,b9.0042*,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
530015,890024,0,0,37,b8.0001_,Posterior Head Endoderm,Posterior Endoderm,Head Endoderm
530016,890025,0,0,37,b8.0002_,Posterior Head Endoderm,Posterior Endoderm,Head Endoderm
530023,820035,830036,830037,30,0,0,0,0
530024,790033,800034,800035,27,0,0,0,0
530048,830085,840090,840091,31,a9.0048_,Head Epidermis,Trunk Epidermis,Head Epidermis
530049,840092,850098,850099,32,a9.0047_,Head Epidermis,Trunk Epidermis,Head Epidermis
530083,800199,810204,810205,28,b9.0063*,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
530084,820217,830228,830229,30,b9.0064*,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
530095,830227,840239,840240,31,a9.0061*,Head Epidermis,Trunk Epidermis,Head Epidermis
530096,830230,840243,840244,31,a9.0062*,Head Epidermis,Trunk Epidermis,Head Epidermis
530132,830246,840261,840262,31,a9.0059*,Head Epidermis,Trunk Epidermis,Head Epidermis
530133,820232,830247,830248,30,a9.0060*,Head Epidermis,Trunk Epidermis,Head Epidermis
530138,830241,840255,840256,31,a9.0063*,Head Epidermis,Trunk Epidermis,Head Epidermis
530139,820228,830242,830243,30,a9.0064*,Head Epidermis,Trunk Epidermis,Head Epidermis
540004,800005,810005,810006,27,b9.0052*,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
540005,790006,800006,800007,26,b9.0051*,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
540030,890065,0,0,36,a8.0001_,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
540031,890066,0,0,36,a8.0002_,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
540034,840058,850062,850063,31,a9.0058_,Head Epidermis,Trunk Epidermis,Head Epidermis
540035,830055,840059,840060,30,a9.0057_,Head Epidermis,Trunk Epidermis,Head Epidermis
540036,840061,850066,850067,31,a9.0060_,Head Epidermis,Trunk Epidermis,Head Epidermis
540037,850068,860072,860073,32,a9.0059_,Head Epidermis,Trunk Epidermis,Head Epidermis
540040,820058,830060,830061,29,a9.0046*,Head Epidermis,Trunk Epidermis,Head Epidermis
540041,810059,820059,820060,28,a9.0045*,Head Epidermis,Trunk Epidermis,Head Epidermis
540052,850093,860098,860099,32,a9.0046_,Head Epidermis,Trunk Epidermis,Head Epidermis
540053,840089,850094,850095,31,a9.0045_,Head Epidermis,Trunk Epidermis,Head Epidermis
540057,830090,840097,840098,30,a9.0042_,Head Epidermis,Trunk Epidermis,Head Epidermis
540058,840099,850106,850107,31,a9.0041_,Head Epidermis,Trunk Epidermis,Head Epidermis
540065,860125,870127,870128,33,a9.0056_,Head Epidermis,Trunk Epidermis,Head Epidermis
540066,860126,870129,870130,33,a9.0055_,Head Epidermis,Trunk Epidermis,Head Epidermis
540067,850121,860127,860128,32,a9.0054_,Head Epidermis,Trunk Epidermis,Head Epidermis
540068,850122,860129,860130,32,a9.0053_,Head Epidermis,Trunk Epidermis,Head Epidermis
540088,790122,800124,800125,26,b9.0060*,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
540089,820219,830231,830232,29,b9.0059*,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
540129,800177,810180,810181,27,b9.0055*,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
540130,790174,800178,800179,26,b9.0056*,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
540143,840271,850285,850286,31,a9.0058*,Head Epidermis,Trunk Epidermis,Head Epidermis
540144,830212,840221,840222,30,a9.0057*,Head Epidermis,Trunk Epidermis,Head Epidermis
550008,800011,810012,810013,26,b9.0054_,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
550009,800225,810234,810235,26,b9.0053_,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
550021,830028,840029,840030,29,b9.0062_,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
550022,830029,840031,840032,29,b9.0061_,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
550028,880049,890050,890247,34,0,0,0,0
550029,880050,890051,890052,34,0,0,0,0
550035,840053,850054,850055,30,a9.0062_,Head Epidermis,Trunk Epidermis,Head Epidermis
550036,840054,850056,850057,30,a9.0061_,Head Epidermis,Trunk Epidermis,Head Epidermis
550037,840055,850058,850059,30,a9.0064_,Head Epidermis,Trunk Epidermis,Head Epidermis
550038,830053,840056,840057,29,a9.0063_,Head Epidermis,Trunk Epidermis,Head Epidermis
550050,780059,790060,790061,24,a9.0044*,Head Epidermis,Trunk Epidermis,Head Epidermis
550051,800222,810230,810231,26,a9.0043*,Head Epidermis,Trunk Epidermis,Head Epidermis
550119,840177,850187,850188,30,a9.0055*,Head Epidermis,Trunk Epidermis,Head Epidermis
550120,840178,850189,850190,30,a9.0056*,Head Epidermis,Trunk Epidermis,Head Epidermis
550121,840179,850191,850192,30,a9.0053*,Head Epidermis,Trunk Epidermis,Head Epidermis
550122,830172,840180,840181,29,a9.0054*,Head Epidermis,Trunk Epidermis,Head Epidermis
