Beginning CellID,Mother_CellID,Child1_CellID,Child2_CellID,Life of mother in t,the name of the Beginning cell,fate 1 of the Beginning cell,fate 2 of the Beginning cell,fate 3 of the Begining cell
110035,330043,340047,340048,23,b7.0015*,Lateral Tail Epidermis,0,Tail Epidermis
110048,320061,330065,330066,22,b7.0011*,0,0,Tail Epidermis
110049,330067,340072,340073,23,b7.0012*,0,0,Tail Epidermis
110050,330068,340074,340075,23,a7.0016*,Head Epidermis,Trunk Epidermis,Head Epidermis
110051,320064,330069,330070,22,a7.0015*,Head Epidermis,Trunk Epidermis,Head Epidermis
140011,890021,0,0,76,b7.0006*,Germ Line,germ line,Germ Line
140012,620021,630021,630022,49,b7.0005*,Trunk Ventral Cell,Mesoderm Trunk ventral Cell,Trunk Ventral Cell
150013,310016,320016,320017,17,b7.0013_,0,0,Tail Epidermis
150014,300015,310017,310018,16,b7.0014_,0,0,Tail Epidermis
220032,520048,530048,530049,31,a8.0016_,0,0,0
220033,540056,550060,550061,33,a8.0015_,Posterior Lateral Neural Plate,Lateral Neural Plate,Posterior Lateral Neural Plate
230059,520097,530099,530100,30,a8.0008_,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
230060,530101,540107,540108,31,a8.0007_,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
240006,460009,470009,470010,23,b8.0007_,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
240007,460010,470011,470012,23,b8.0008_,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
240051,620127,630129,630130,39,a8.0006_,"1st Lineage, Notochord",Mesoderm 1 Notochord,"1st Lineage, Notochord"
240052,650132,660138,660139,42,a8.0005_,"1st Lineage, Notochord",Mesoderm 1 Notochord,"1st Lineage, Notochord"
240065,530108,540115,540116,30,a8.0007*,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
240066,530109,540117,540118,30,a8.0008*,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
240070,550133,560138,560139,32,a8.0016*,0,0,0
240071,570152,580159,580160,34,a8.0015*,Posterior Lateral Neural Plate,Lateral Neural Plate,Posterior Lateral Neural Plate
250008,530013,540014,540015,29,b8.0005_,Mesenchyme,Mesoderm Mesenchyme,Mesenchyme
250009,680016,690016,690017,44,b8.0006_,"2nd Lineage, Notochord",Mesoderm 2 Notochord,"2nd Lineage, Notochord"
250039,650094,660095,660096,41,a8.0014_,"1st Lineage, Notochord",Mesoderm 1 Notochord,"1st Lineage, Notochord"
250040,650095,660097,660098,41,a8.0013_,"1st Lineage, Notochord",Mesoderm 1 Notochord,"1st Lineage, Notochord"
260065,660172,670171,670172,41,a8.0005*,"1st Lineage, Notochord",Mesoderm 1 Notochord,"1st Lineage, Notochord"
260066,650164,660174,660175,40,a8.0006*,"1st Lineage, Notochord",Mesoderm 1 Notochord,"1st Lineage, Notochord"
260071,690189,700190,700191,44,a8.0014*,"1st Lineage, Notochord",Mesoderm 1 Notochord,"1st Lineage, Notochord"
260072,670188,680189,680190,42,a8.0013*,"1st Lineage, Notochord",Mesoderm 1 Notochord,"1st Lineage, Notochord"
280037,500052,510053,510054,23,b8.0007*,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
280038,500053,510055,510056,23,b8.0008*,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
280039,590085,600087,600088,32,b8.0005*,Mesenchyme,Mesoderm Mesenchyme,Mesenchyme
280040,680093,690094,690095,41,b8.0006*,"2nd Lineage, Notochord",Mesoderm 2 Notochord,"2nd Lineage, Notochord"
310017,530021,540023,540024,23,b8.0027_,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
310018,550026,560026,560027,25,b8.0028_,0,0,Tail Epidermis
310024,550029,560030,560031,25,b8.0021_,0,0,Tail Epidermis
310025,550030,560032,560033,25,b8.0022_,0,0,Tail Epidermis
310026,540030,550031,550032,24,b8.0024_,0,Mediolateral Tail Epidermis,Tail Epidermis
310027,530028,540032,540033,23,b8.0023_,Medio-Lateral Tail Epidermis,0,Tail Epidermis
310028,620040,630040,630041,32,b8.0018_,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
310029,730044,740044,740045,43,b8.0017_,0,0,0
310030,720045,730045,730046,42,b8.0019_,Posterior Dorsal Neural Plate,Anterior + Dorsal Neural Plate,Posterior Dorsal Neural Plate
310031,620043,630044,630045,32,b8.0020_,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
310037,530040,540045,540046,23,b8.0029_,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
310038,540047,550049,550050,24,b8.0030_,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
310058,700107,710107,710108,40,a8.0025_,Anterior Dorsal Neural Plate,Lateral Neural Plate,Anterior Dorsal Neural Plate
310059,650103,660106,660107,35,a8.0026_,Anterior Dorsal Neural Plate,Lateral Neural Plate,Anterior Dorsal Neural Plate
310064,540084,550089,550090,24,a8.0023_,Head Epidermis,Trunk Epidermis,Head Epidermis
310065,540085,550091,550092,24,a8.0024_,Head Epidermis,Trunk Epidermis,Head Epidermis
310066,550093,560097,560098,25,a8.0021_,Head Epidermis,Trunk Epidermis,Head Epidermis
310067,540087,550094,550095,24,a8.0022_,Head Epidermis,Trunk Epidermis,Head Epidermis
320016,580020,0,0,27,b8.0025_,0,0,Tail Epidermis
320017,540022,550022,550023,23,b8.0026_,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
320039,540048,550051,550052,23,b8.0031_,0,0,0
320040,550053,560056,560057,24,b8.0032_,0,0,0
320057,560080,570085,570086,25,a8.0028_,Head Epidermis,Trunk Epidermis,Head Epidermis
320058,550077,560081,560082,24,a8.0027_,Head Epidermis,Trunk Epidermis,Head Epidermis
320074,560108,570118,570119,25,a8.0021*,Head Epidermis,Trunk Epidermis,Head Epidermis
320075,560109,570120,570121,25,a8.0022*,Head Epidermis,Trunk Epidermis,Head Epidermis
320076,650141,660148,660149,34,a8.0017_,Anterior Ventral Neural Plate,Anterior + Dorsal Neural Plate,Anterior Ventral Neural Plate
320077,640141,650142,650143,33,a8.0018_,Anterior Ventral Neural Plate,Anterior + Dorsal Neural Plate,Anterior Ventral Neural Plate
320078,640142,650144,650145,33,a8.0020_,Anterior Ventral Neural Plate,Anterior + Dorsal Neural Plate,Anterior Ventral Neural Plate
320079,650146,660154,660155,34,a8.0019_,Anterior Ventral Neural Plate,Anterior + Dorsal Neural Plate,Anterior Ventral Neural Plate
320085,670169,680169,680170,36,a8.0026*,Anterior Dorsal Neural Plate,Lateral Neural Plate,Anterior Dorsal Neural Plate
320086,710173,720174,720175,40,a8.0025*,Anterior Dorsal Neural Plate,Lateral Neural Plate,Anterior Dorsal Neural Plate
330047,560066,570069,570070,24,a8.0030_,Head Epidermis,Trunk Epidermis,Head Epidermis
330048,560067,570071,570072,24,a8.0029_,Head Epidermis,Trunk Epidermis,Head Epidermis
330049,580075,590077,590078,26,a8.0032_,Head Epidermis,Trunk Epidermis,Head Epidermis
330050,570074,580076,580077,25,a8.0031_,Head Epidermis,Trunk Epidermis,Head Epidermis
330065,570091,580094,580095,25,b8.0022*,0,0,Tail Epidermis
330066,570092,580096,580097,25,b8.0021*,0,0,Tail Epidermis
330069,560091,570098,570099,24,a8.0030*,Head Epidermis,Trunk Epidermis,Head Epidermis
330070,570100,580107,580108,25,a8.0029*,Head Epidermis,Trunk Epidermis,Head Epidermis
330079,560105,570113,570114,24,a8.0024*,Head Epidermis,Trunk Epidermis,Head Epidermis
330080,560106,570115,570116,24,a8.0023*,Head Epidermis,Trunk Epidermis,Head Epidermis
330087,610140,620141,620142,29,b8.0018*,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
330088,750161,760161,760162,43,b8.0017*,0,0,0
330089,660159,670157,670158,34,b8.0020*,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
330090,740165,750165,750166,42,b8.0019*,Posterior Dorsal Neural Plate,Anterior + Dorsal Neural Plate,Posterior Dorsal Neural Plate
330093,580141,590146,590147,26,a8.0028*,Head Epidermis,Trunk Epidermis,Head Epidermis
330094,580142,590148,590149,26,a8.0027*,Head Epidermis,Trunk Epidermis,Head Epidermis
330101,650169,660180,660181,33,a8.0020*,Anterior Ventral Neural Plate,Anterior + Dorsal Neural Plate,Anterior Ventral Neural Plate
330102,650170,660182,660183,33,a8.0019*,Anterior Ventral Neural Plate,Anterior + Dorsal Neural Plate,Anterior Ventral Neural Plate
330103,660184,670183,670184,34,a8.0018*,Anterior Ventral Neural Plate,Anterior + Dorsal Neural Plate,Anterior Ventral Neural Plate
330104,660185,670185,670186,34,a8.0017*,Anterior Ventral Neural Plate,Anterior + Dorsal Neural Plate,Anterior Ventral Neural Plate
340002,890002,0,0,56,b8.0016_,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
340003,890003,0,0,56,b8.0015_,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
340034,560043,570042,570043,23,b8.0027*,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
340035,580044,590044,590045,25,b8.0028*,0,0,Tail Epidermis
340036,570045,580045,580046,24,b8.0026*,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
340037,560046,570046,570047,23,b8.0025*,0,0,Tail Epidermis
340045,560058,570059,570060,23,b8.0031*,0,0,0
340046,570061,580062,580063,24,b8.0032*,0,0,0
340047,560060,570062,570063,23,b8.0029*,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
340048,580066,590067,590068,25,b8.0030*,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
340072,570093,580098,580099,24,b8.0024*,0,Mediolateral Tail Epidermis,Tail Epidermis
340073,560088,570094,570095,23,b8.0023*,Medio-Lateral Tail Epidermis,0,Tail Epidermis
340074,580102,590105,590106,25,a8.0032*,Head Epidermis,Trunk Epidermis,Head Epidermis
340075,580104,590108,590109,25,a8.0031*,Head Epidermis,Trunk Epidermis,Head Epidermis
360024,790031,800031,800032,44,a8.0011_,Trunk Lateral Cell,Mesoderm Trunk Lateral Cell,Trunk Lateral Cell
360025,640031,650031,650032,29,a8.0012_,Trunk Lateral Cell,Mesoderm Trunk Lateral Cell,Trunk Lateral Cell
400039,890079,0,0,50,b8.0016*,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
400040,890080,0,0,50,b8.0015*,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
450078,650128,660133,660134,21,a8.0012*,Trunk Lateral Cell,Mesoderm Trunk Lateral Cell,Trunk Lateral Cell
450079,760138,770138,770139,32,a8.0011*,Trunk Lateral Cell,Mesoderm Trunk Lateral Cell,Trunk Lateral Cell
470009,890010,0,0,43,b9.0014_,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
470010,890011,0,0,43,b9.0013_,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
470011,890012,0,0,43,b9.0016_,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
470012,890013,0,0,43,b9.0015_,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
480060,890136,0,0,42,a8.0003_,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
480061,890137,0,0,42,a8.0004_,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
480117,890264,0,0,42,b8.0003*,Posterior Head Endoderm,Posterior Endoderm,Head Endoderm
480118,850216,860225,860226,38,b8.0004*,1st Endodermal Lineage,Posterior Endoderm,1st Endodermal Lineage
500116,890267,0,0,40,a8.0009_,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
500117,890268,0,0,40,a8.0010_,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
510053,890124,0,0,39,b9.0013*,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
510054,890125,0,0,39,b9.0014*,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
510055,890126,0,0,39,b9.0016*,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
510056,890127,0,0,39,b9.0015*,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
510116,890262,0,0,39,a8.0001_,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
510117,890263,0,0,39,a8.0002_,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
510133,890269,0,0,39,b8.0001*,Posterior Head Endoderm,Posterior Endoderm,Head Endoderm
510135,890270,0,0,39,b8.0002*,Posterior Head Endoderm,Posterior Endoderm,Head Endoderm
520007,890008,0,0,38,b8.0002_,Posterior Head Endoderm,Posterior Endoderm,Head Endoderm
520008,890009,0,0,38,b8.0001_,Posterior Head Endoderm,Posterior Endoderm,Head Endoderm
530048,890111,0,0,37,a9.0031_,"2nd Lineage, Tail Muscle",Mesoderm Second Muscle,"2nd Lineage, Tail Muscle"
530049,890112,0,0,37,a9.0032_,Posterior Lateral Neural Plate,Lateral Neural Plate,Posterior Lateral Neural Plate
530099,890219,0,0,37,a9.0015_,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
530100,840171,850174,850175,32,a9.0016_,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
540005,890006,0,0,36,b8.0004_,1st Endodermal Lineage,Posterior Endoderm,1st Endodermal Lineage
540006,890007,0,0,36,b8.0003_,Posterior Head Endoderm,Posterior Endoderm,Head Endoderm
540014,890014,0,0,36,b9.0010_,Mesenchyme,Mesoderm Mesenchyme,Mesenchyme
540015,890015,0,0,36,b9.0009_,Mesenchyme,Mesoderm Mesenchyme,Mesenchyme
540023,840027,850027,850028,31,b9.0054_,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
540024,870031,880031,880032,34,b9.0053_,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
540032,840041,850043,850044,31,b9.0045_,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
540033,860048,870051,870052,33,b9.0046_,Medio-Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
540045,850066,860069,860070,32,b9.0058_,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
540046,850067,860071,860072,32,b9.0057_,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
540107,890222,0,0,36,a9.0013_,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
540108,860185,870196,870197,33,a9.0014_,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
540115,890236,0,0,36,a9.0013*,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
540116,850190,860198,860199,32,a9.0014*,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
540117,890239,0,0,36,a9.0015*,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
540118,860201,870213,870214,33,a9.0016*,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
540128,890260,0,0,36,a8.0003*,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
540129,890261,0,0,36,a8.0004*,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
550022,850025,860025,860026,31,b9.0051_,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
550023,860027,870027,870028,32,b9.0052_,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
550031,850041,860043,860044,31,b9.0047_,Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
550032,860045,870047,870048,32,b9.0048_,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
550049,860073,870079,870080,32,b9.0059_,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
550050,870081,880085,880086,33,b9.0060_,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
550051,860075,870082,870083,32,b9.0061_,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
550052,850071,860076,860077,31,b9.0062_,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
550060,890113,0,0,35,a9.0029_,Posterior Lateral Neural Plate,Lateral Neural Plate,Posterior Lateral Neural Plate
550061,890114,0,0,35,a9.0030_,Posterior Lateral Neural Plate,Lateral Neural Plate,Posterior Lateral Neural Plate
550089,860139,870148,870149,32,a9.0046_,Head Epidermis,Trunk Epidermis,Head Epidermis
550090,870150,880158,880159,33,a9.0045_,Head Epidermis,Trunk Epidermis,Head Epidermis
550091,850134,860141,860142,31,a9.0048_,Head Epidermis,Trunk Epidermis,Head Epidermis
550092,870153,880162,880163,33,a9.0047_,Head Epidermis,Trunk Epidermis,Head Epidermis
550094,860146,870156,870157,32,a9.0044_,Head Epidermis,Trunk Epidermis,Head Epidermis
550095,890182,0,0,35,a9.0043_,Head Epidermis,Trunk Epidermis,Head Epidermis
550135,890258,0,0,35,a8.0001*,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
550136,890259,0,0,35,a8.0002*,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
550155,890271,0,0,35,a8.0010*,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
550156,890272,0,0,35,a8.0009*,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
560026,840029,850030,850031,29,b9.0055_,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
560027,850032,860033,860034,30,b9.0056_,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
560030,870040,880041,880042,32,b9.0042_,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
560031,890043,0,0,34,b9.0041_,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
560032,860041,870042,870043,31,b9.0044_,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
560033,870044,880046,880047,32,b9.0043_,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
560056,860078,870086,870087,31,b9.0063_,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
560057,880093,890097,890098,33,b9.0064_,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
560081,890140,0,0,34,a9.0054_,Head Epidermis,Trunk Epidermis,Head Epidermis
560082,890141,0,0,34,a9.0053_,Head Epidermis,Trunk Epidermis,Head Epidermis
560097,880164,890176,890177,33,a9.0042_,Head Epidermis,Trunk Epidermis,Head Epidermis
560098,870155,880165,880166,32,a9.0041_,Head Epidermis,Trunk Epidermis,Head Epidermis
560138,890254,0,0,34,a9.0031*,"2nd Lineage, Tail Muscle",Mesoderm Second Muscle,"2nd Lineage, Tail Muscle"
560139,890255,0,0,34,a9.0032*,Posterior Lateral Neural Plate,Lateral Neural Plate,Posterior Lateral Neural Plate
570042,860057,870061,870062,30,b9.0054*,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
570043,870063,880066,880067,31,b9.0053*,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
570046,880073,890076,890077,32,b9.0050*,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
570047,890078,0,0,33,b9.0049*,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
570059,870089,880094,880095,31,b9.0062*,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
570060,880096,890101,890102,32,b9.0061*,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
570062,880099,890105,890106,32,b9.0058*,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
570063,870094,880100,880101,31,b9.0057*,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
570069,890115,0,0,33,a9.0059_,Head Epidermis,Trunk Epidermis,Head Epidermis
570070,880109,890116,890117,32,a9.0060_,Head Epidermis,Trunk Epidermis,Head Epidermis
570071,890118,0,0,33,a9.0057_,Head Epidermis,Trunk Epidermis,Head Epidermis
