Beginning CellID,Mother_CellID,Child1_CellID,Child2_CellID,Life of mother in t,the name of the Beginning cell,fate 1 of the Beginning cell,fate 2 of the Beginning cell,fate 3 of the Begining cell
320138,550117,560124,560125,24,b8.0028*,0,0,Tail Epidermis
320139,550118,560126,560127,24,b8.0027*,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
330041,720085,730089,730090,40,b8.0019_,Posterior Dorsal Neural Plate,Anterior + Dorsal Neural Plate,Posterior Dorsal Neural Plate
330042,610067,620068,620069,29,b8.0020_,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
330055,560075,570078,570079,24,b8.0030_,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
330056,550071,560076,560077,23,b8.0029_,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
330057,560078,570082,570083,24,b8.0032_,0,0,0
330058,550073,560079,560080,23,b8.0031_,0,0,0
330061,820125,0,0,50,b8.0015_,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
330062,820126,0,0,50,b8.0016_,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
330093,560109,570117,570118,24,b8.0022_,0,0,Tail Epidermis
330094,560110,570119,570120,24,b8.0021_,0,0,Tail Epidermis
330095,570121,580125,580126,25,a8.0023*,Head Epidermis,Trunk Epidermis,Head Epidermis
330096,560112,570122,570123,24,a8.0024*,Head Epidermis,Trunk Epidermis,Head Epidermis
340038,690064,700067,700068,36,a8.0026_,Anterior Dorsal Neural Plate,Lateral Neural Plate,Anterior Dorsal Neural Plate
340039,730076,740075,740076,40,a8.0025_,Anterior Dorsal Neural Plate,Lateral Neural Plate,Anterior Dorsal Neural Plate
340042,570056,580057,580058,24,a8.0029*,Head Epidermis,Trunk Epidermis,Head Epidermis
340043,570057,580059,580060,24,a8.0030*,Head Epidermis,Trunk Epidermis,Head Epidermis
340095,560107,570114,570115,23,b8.0023_,Medio-Lateral Tail Epidermis,0,Tail Epidermis
340096,570116,580119,580120,24,b8.0024_,0,Mediolateral Tail Epidermis,Tail Epidermis
350018,700029,710031,710032,36,a8.0019_,Anterior Ventral Neural Plate,Anterior + Dorsal Neural Plate,Anterior Ventral Neural Plate
350019,680029,690029,690030,34,a8.0020_,Anterior Ventral Neural Plate,Anterior + Dorsal Neural Plate,Anterior Ventral Neural Plate
350020,690031,700032,700033,35,a8.0017_,Anterior Ventral Neural Plate,Anterior + Dorsal Neural Plate,Anterior Ventral Neural Plate
350021,690032,700034,700035,35,a8.0018_,Anterior Ventral Neural Plate,Anterior + Dorsal Neural Plate,Anterior Ventral Neural Plate
350035,580043,590042,590043,24,a8.0021_,Head Epidermis,Trunk Epidermis,Head Epidermis
350036,580044,590044,590045,24,a8.0022_,Head Epidermis,Trunk Epidermis,Head Epidermis
350046,560051,570053,570054,22,a8.0031*,Head Epidermis,Trunk Epidermis,Head Epidermis
350047,570055,580055,580056,23,a8.0032*,Head Epidermis,Trunk Epidermis,Head Epidermis
360027,630034,640035,640036,28,a8.0012_,Trunk Lateral Cell,Mesoderm Trunk Lateral Cell,Trunk Lateral Cell
360029,720052,730055,730056,37,a8.0011_,Trunk Lateral Cell,Mesoderm Trunk Lateral Cell,Trunk Lateral Cell
360036,590046,600046,600047,24,a8.0023_,Head Epidermis,Trunk Epidermis,Head Epidermis
360037,590047,600048,600049,24,a8.0024_,Head Epidermis,Trunk Epidermis,Head Epidermis
360043,590052,600054,600055,24,a8.0027_,Head Epidermis,Trunk Epidermis,Head Epidermis
360044,600056,610056,610057,25,a8.0028_,Head Epidermis,Trunk Epidermis,Head Epidermis
370055,600070,610072,610073,24,a8.0029_,Head Epidermis,Trunk Epidermis,Head Epidermis
370056,600071,610074,610075,24,a8.0030_,Head Epidermis,Trunk Epidermis,Head Epidermis
370057,600072,610076,610077,24,a8.0031_,Head Epidermis,Trunk Epidermis,Head Epidermis
370058,600073,610078,610079,24,a8.0032_,Head Epidermis,Trunk Epidermis,Head Epidermis
380109,750172,760173,760174,38,a8.0011*,Trunk Lateral Cell,Mesoderm Trunk Lateral Cell,Trunk Lateral Cell
380110,620148,630147,630148,25,a8.0012*,Trunk Lateral Cell,Mesoderm Trunk Lateral Cell,Trunk Lateral Cell
400119,570139,580144,580145,18,a8.0022*,Head Epidermis,Trunk Epidermis,Head Epidermis
400141,570166,580168,580174,18,a8.0021*,Head Epidermis,Trunk Epidermis,Head Epidermis
450093,820166,0,0,38,b9.0015*,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
450094,820167,0,0,38,b9.0016*,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
460067,820121,0,0,37,b9.0015_,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
460068,820122,0,0,37,b9.0016_,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
460069,820123,0,0,37,b9.0014_,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
460070,820124,0,0,37,b9.0013_,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
490087,820150,0,0,34,b8.0004*,1st Endodermal Lineage,Posterior Endoderm,1st Endodermal Lineage
490088,800151,810150,810151,32,b8.0003*,Posterior Head Endoderm,Posterior Endoderm,Head Endoderm
510037,820069,0,0,32,b8.0003_,Posterior Head Endoderm,Posterior Endoderm,Head Endoderm
510038,820070,0,0,32,b8.0004_,1st Endodermal Lineage,Posterior Endoderm,1st Endodermal Lineage
510138,820228,0,0,32,a8.0010*,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
510166,820192,0,0,32,a8.0009*,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
520006,820010,0,0,31,a8.0003_,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
520007,820011,0,0,31,a8.0004_,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
530060,820110,0,0,30,b9.0043*,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
530061,810111,820111,820112,29,b9.0044*,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
530101,820171,0,0,30,b9.0048*,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
530102,820172,0,0,30,b9.0047*,Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
540024,820044,0,0,29,a8.0010_,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
540025,820045,0,0,29,a8.0009_,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
540076,820132,0,0,29,b9.0051*,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
540077,820133,0,0,29,b9.0052*,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
540078,820134,0,0,29,b9.0050*,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
540079,820135,0,0,29,b9.0049*,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
540108,820173,0,0,29,b9.0046*,Medio-Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
540109,820174,0,0,29,b9.0045*,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
540126,820220,0,0,29,b8.0001_,Posterior Head Endoderm,Posterior Endoderm,Head Endoderm
540131,820193,0,0,29,b8.0002_,Posterior Head Endoderm,Posterior Endoderm,Head Endoderm
550008,820012,0,0,28,a9.0014_,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
550009,820013,0,0,28,a9.0013_,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
550024,820042,0,0,28,a9.0030*,Posterior Lateral Neural Plate,Lateral Neural Plate,Posterior Lateral Neural Plate
550025,820043,0,0,28,a9.0029*,Posterior Lateral Neural Plate,Lateral Neural Plate,Posterior Lateral Neural Plate
550029,820219,0,0,28,a9.0032_,Posterior Lateral Neural Plate,Lateral Neural Plate,Posterior Lateral Neural Plate
550030,820048,0,0,28,a9.0031_,"2nd Lineage, Tail Muscle",Mesoderm Second Muscle,"2nd Lineage, Tail Muscle"
550054,820093,0,0,28,b9.0010_,Mesenchyme,Mesoderm Mesenchyme,Mesenchyme
550055,820094,0,0,28,b9.0009_,Mesenchyme,Mesoderm Mesenchyme,Mesenchyme
550061,820209,0,0,28,b9.0062*,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
550062,820103,0,0,28,b9.0061*,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
550063,820104,0,0,28,b9.0064*,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
550064,820105,0,0,28,b9.0063*,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
550066,820108,0,0,28,b9.0057*,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
550067,820109,0,0,28,b9.0058*,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
550080,820127,0,0,28,b9.0051_,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
550081,820128,0,0,28,b9.0052_,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
550105,820164,0,0,28,a9.0031*,"2nd Lineage, Tail Muscle",Mesoderm Second Muscle,"2nd Lineage, Tail Muscle"
550106,820165,0,0,28,a9.0032*,Posterior Lateral Neural Plate,Lateral Neural Plate,Posterior Lateral Neural Plate
550123,820184,0,0,28,a8.0003*,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
550138,820196,0,0,28,a9.0016*,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
550139,820202,0,0,28,a8.0004*,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
550142,820197,0,0,28,a9.0015*,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
550149,820199,0,0,28,b9.0041*,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
550173,820198,0,0,28,b9.0042*,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
560010,820014,0,0,27,a9.0016_,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
560011,820015,0,0,27,a9.0015_,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
560012,820016,0,0,27,a9.0014*,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
560013,820017,0,0,27,a9.0013*,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
560030,820046,0,0,27,a9.0030_,Posterior Lateral Neural Plate,Lateral Neural Plate,Posterior Lateral Neural Plate
560031,820047,0,0,27,a9.0029_,Posterior Lateral Neural Plate,Lateral Neural Plate,Posterior Lateral Neural Plate
560039,820060,0,0,27,a9.0055*,Head Epidermis,Trunk Epidermis,Head Epidermis
560040,820212,0,0,27,a9.0056*,Head Epidermis,Trunk Epidermis,Head Epidermis
560069,820106,0,0,27,b9.0059*,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
560070,820107,0,0,27,b9.0060*,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
560076,820115,0,0,27,b9.0057_,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
560077,820116,0,0,27,b9.0058_,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
560079,820119,0,0,27,b9.0061_,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
560080,820120,0,0,27,b9.0062_,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
560090,820246,0,0,27,b9.0053_,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
560091,820131,0,0,27,b9.0054_,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
560124,820175,0,0,27,b9.0056*,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
560125,820176,0,0,27,b9.0055*,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
560126,810176,820177,820178,26,b9.0054*,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
560127,820179,0,0,27,b9.0053*,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
560145,820194,0,0,27,a8.0002*,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
560146,820195,0,0,27,a8.0001*,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
570039,820058,0,0,26,a9.0053*,Head Epidermis,Trunk Epidermis,Head Epidermis
570040,820059,0,0,26,a9.0054*,Head Epidermis,Trunk Epidermis,Head Epidermis
570053,820079,0,0,26,a9.0062*,Head Epidermis,Trunk Epidermis,Head Epidermis
570054,820080,0,0,26,a9.0061*,Head Epidermis,Trunk Epidermis,Head Epidermis
570078,820113,0,0,26,b9.0059_,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
570079,820114,0,0,26,b9.0060_,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
570082,820117,0,0,26,b9.0063_,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
570083,820118,0,0,26,b9.0064_,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
570094,820129,0,0,26,b9.0055_,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
570095,820130,0,0,26,b9.0056_,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
570104,820139,0,0,26,b8.0009_,Trunk Ventral Cell,Mesoderm Trunk ventral Cell,Trunk Ventral Cell
570105,820140,0,0,26,b8.0010_,Trunk Ventral Cell,Mesoderm Trunk ventral Cell,Trunk Ventral Cell
570114,820153,0,0,26,b9.0046_,Medio-Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
570115,820154,0,0,26,b9.0045_,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
570117,820157,0,0,26,b9.0043_,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
570118,820158,0,0,26,b9.0044_,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
570119,820159,0,0,26,b9.0042_,Medio-Lateral Tail Epidermis,Mediolateral Tail Epidermis,Tail Epidermis
570120,820215,0,0,26,b9.0041_,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
